car_type,price,Ubicación,Tipo de vehículo,year,km,Link
TESLA Model S 90D 4WD,32.490 €,Madrid,Eléctrico,2016,68.867 km,/tesla-model-s-90d-4wd-5p-electrico-hibrido-2017-en-madrid-58505471-covo.aspx
TESLA Model X 75D 4WD,38.995 €,Madrid,Eléctrico,2018,30.000 km,/tesla-model-x-75d-4wd-5p-electrico-hibrido-2018-en-madrid-59429368-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,34.500 €,Albacete,Eléctrico,2021,44.974 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-hibrido-2021-en-albacete-59437073-covo.aspx
TESLA Model 3 Estandar Plus RWD,31.800 €,Barcelona,Eléctrico,2020,124.645 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-barcelona-59356495-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.990 €,Madrid,Eléctrico,2019,153.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59326231-covo.aspx
TESLA Model X 90D 4WD,44.900 €,Málaga,Eléctrico,2017,129.200 km,/tesla-model-x-90d-4wd-5p-electrico-/-hibrido-2017-en-malaga-57643596-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.450 €,Barcelona,Eléctrico,2020,113.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59307374-covo.aspx
TESLA Model Y Performance 4WD 5p.,46.000 €,Barcelona,Eléctrico,2022,33.000 km,/tesla-model-y-performance-4wd-5p-electrico-hibrido-2022-en-barcelona-59057163-covo.aspx
TESLA Model 3 Gran Autonomia AWD 4p.,35.500 €,Madrid,Eléctrico,2021,63.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2021-en-madrid-58907669-covo.aspx
TESLA Model X Ludicrous Performance 4WD,57.900 €,Madrid,Eléctrico,2019,54.500 km,/tesla-model-x-ludicrous-performance-4wd-5p-electrico-/-hibrido-2019-en-madrid-59392867-covo.aspx
TESLA Model 3 Performance 4WD,32.990 €,Madrid,Eléctrico,2021,74.910 km,/tesla-model-3-performance-4wd-4p-electrico-hibrido-2021-en-madrid-59529332-covo.aspx
TESLA Model Y Performance 4WD,41.900 €,Madrid,Eléctrico,2022,38.000 km,/tesla-model-y-performance-4wd-5p-electrico-/-hibrido-2021-en-madrid-59290872-covo.aspx
TESLA Model S Autonomia Estandar 4WD,21.990 €,Madrid,Eléctrico,2014,233.000 km,/tesla-model-s-autonomia-estandar-4wd-5p-electrico-hibrido-2019-en-madrid-59530501-covo.aspx
TESLA Model 3 Gran Autonomia AWD,20.000 €,Barcelona,Eléctrico,2019,200.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59333434-covo.aspx
TESLA Model 3 Estandar Plus RWD,27.650 €,Barcelona,Eléctrico,2021,19.360 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2021-en-barcelona-59219039-covo.aspx
TESLA Model Y Performance 4WD,59.900 €,Málaga,Eléctrico,2022,10.000 km,/tesla-model-y-performance-4wd-5p-electrico-/-hibrido-2021-en-malaga-58218212-covo.aspx
TESLA Model 3 Performance AWD,33.490 €,Madrid,Eléctrico,2019,23.832 km,/tesla-model-3-performance-awd-4p-electrico-/-hibrido-2019-en-madrid-59550363-covo.aspx
TESLA Model 3 Gran Autonomia AWD,37.890 €,Sevilla,Eléctrico,2023,55.852 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-sevilla-59288955-covo.aspx
TESLA Model 3 RWD,30.990 €,Madrid,Eléctrico,2022,39.398 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2022-en-madrid-58009521-covo.aspx
TESLA Model 3 Gran Autonomia AWD,26.850 €,Madrid,Eléctrico,2020,77.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-madrid-59504108-covo.aspx
TESLA Model 3 Estandar Plus RWD,28.490 €,Málaga,Eléctrico,2020,47.479 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-malaga-59512434-covo.aspx
TESLA Model 3 Performance AWD,35.500 €,Valencia,Eléctrico,2021,46.500 km,/tesla-model-3-performance-awd-4p-electrico-/-hibrido-2022-en-valencia-59262770-covo.aspx
TESLA Model 3 Gran Autonomia RWD 4p.,34.500 €,Málaga,Eléctrico,2023,16.100 km,/tesla-model-3-gran-autonomia-rwd-4p-electrico-hibrido-2023-en-malaga-58895781-covo.aspx
TESLA Model 3 Gran Autonomia AWD,23.990 €,Madrid,Eléctrico,2019,190.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-58057376-covo.aspx
TESLA Model Y Gran Autonomia 4WD,42.900 €,A Coruña,Eléctrico,2023,45.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-/-hibrido-2021-en-a-coruna-58926907-covo.aspx
TESLA Model X 90D 4WD,44.990 €,Barcelona,Eléctrico,2017,139.000 km,/tesla-model-x-90d-4wd-5p-electrico-/-hibrido-2017-en-barcelona-58861148-covo.aspx
TESLA Model X Ludicrous Performance 4WD 5p.,58.498 €,Barcelona,Eléctrico,2019,68.000 km,/tesla-model-x-ludicrous-performance-4wd-5p-electrico-hibrido-2019-en-barcelona-59098888-covo.aspx
TESLA Model 3 Estandar Plus RWD,23.999 €,Madrid,Eléctrico,2020,99.999 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-madrid-59514166-covo.aspx
TESLA Model S 100D 4WD,32.990 €,Madrid,Eléctrico,2019,162.000 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-madrid-59525212-covo.aspx
TESLA Model 3 Performance AWD,35.900 €,Tarragona,Eléctrico,2021,55.000 km,/tesla-model-3-performance-awd-4p-electrico-/-hibrido-2022-en-tarragona-59267330-covo.aspx
TESLA Model 3 RWD,41.500 €,Huelva,Eléctrico,2024,2490 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2024-en-huelva-58985598-covo.aspx
TESLA Model S 75 5p.,25.000 €,Madrid,Eléctrico,2017,258.000 km,/tesla-model-s-75-5p-electrico-hibrido-2017-en-madrid-59027764-covo.aspx
TESLA Model 3 RWD,27.950 €,Barcelona,Eléctrico,2022,53.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-barcelona-59399437-covo.aspx
TESLA Model Y Traccion Trasera RWD,46.990 €,Valencia,Eléctrico,2024,7925 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2021-en-valencia-59383893-covo.aspx
TESLA Model Y Traccion Trasera RWD 5p.,36.600 €,Barcelona,Eléctrico,2023,19.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2023-en-barcelona-59216026-covo.aspx
TESLA Model S AWD,49.900 €,Murcia,Eléctrico,2024,122.000 km,/tesla-model-s-awd-5p-electrico-hibrido-2024-en-murcia-59489464-covo.aspx
TESLA Model X 90D 4WD,34.990 €,Madrid,Eléctrico,2017,114.038 km,/tesla-model-x-90d-4wd-5p-electrico-/-hibrido-2017-en-madrid-59505335-covo.aspx
TESLA Model S 75D 4WD,26.900 €,Madrid,Eléctrico,2018,149.000 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2018-en-madrid-59514416-covo.aspx
TESLA Model S 90D 4WD,33.900 €,Sevilla,Eléctrico,2017,188.000 km,/tesla-model-s-90d-4wd-5p-electrico-hibrido-2017-en-sevilla-59481586-covo.aspx
TESLA Model Y Traccion Trasera RWD,40.990 €,Málaga,Eléctrico,2024,11.421 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-/-hibrido-2021-en-malaga-59495335-covo.aspx
TESLA Model S 75D 4WD,38.890 €,Madrid,Eléctrico,2019,89.831 km,/tesla-model-s-75d-4wd-5p-electrico-/-hibrido-2018-en-madrid-59041853-covo.aspx
TESLA Model Y Traccion Trasera RWD,36.500 €,Barcelona,Eléctrico,2024,10.778 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-/-hibrido-2021-en-barcelona-59391725-covo.aspx
TESLA Model 3 Gran Autonomia AWD,33.500 €,Valencia,Eléctrico,2022,31.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-valencia-59470496-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.750 €,Madrid,Eléctrico,2020,125.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59361603-covo.aspx
TESLA Model S 90D 4WD,32.490 €,Salamanca,Eléctrico,2016,68.867 km,/tesla-model-s-90d-4wd-5p-electrico-/-hibrido-2017-en-salamanca-58809949-covo.aspx
TESLA Model 3 Gran Autonomia AWD,37.990 €,Madrid,Eléctrico,2023,12 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-madrid-59488905-covo.aspx
TESLA Model 3 Gran Autonomia RWD,39.999 €,Alicante,Eléctrico,2023,9500 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2022-en-alicante-59165618-covo.aspx
TESLA Model 3 RWD,41.500 €,Sevilla,Eléctrico,2024,2490 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2024-en-sevilla-58985716-covo.aspx
TESLA Model S 75D 4WD,26.995 €,Madrid,Eléctrico,2017,70.000 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2017-en-madrid-59467701-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.975 €,Barcelona,Eléctrico,2019,115.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59462712-covo.aspx
TESLA Model 3 RWD,28.995 €,Valencia,Eléctrico,2022,56.064 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-valencia-59473981-covo.aspx
TESLA Model S 75D 4WD,33.490 €,Valencia,Eléctrico,2019,50.000 km,/tesla-model-s-75d-4wd-5p-electrico-/-hibrido-2018-en-valencia-58922663-covo.aspx
TESLA Model X 100D 4WD,38.000 €,Castellón,Eléctrico,2019,175.000 km,/tesla-model-x-100d-4wd-5p-electrico-hibrido-2019-en-castellon-59287349-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.000 €,Barcelona,Eléctrico,2022,137.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-barcelona-59517935-covo.aspx
TESLA Model Y Gran Autonomia 4WD,39.000 €,Madrid,Eléctrico,2023,25.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2023-en-madrid-59382604-covo.aspx
TESLA Model 3 RWD,31.900 €,Alicante,Eléctrico,2022,65.672 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-alicante-59498913-covo.aspx
TESLA Model 3 Performance AWD,36.500 €,La Rioja,Eléctrico,2022,45.700 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2022-en-la_rioja-59233148-covo.aspx
TESLA Model X 100D 4WD,56.890 €,Málaga,Eléctrico,2018,43.815 km,/tesla-model-x-100d-4wd-5p-electrico-hibrido-2018-en-malaga-59266372-covo.aspx
TESLA Model S P100D 4WD,39.900 €,Cantabria,Eléctrico,2019,114.000 km,/tesla-model-s-100d-4wd-5p-electrico-/-hibrido-2018-en-cantabria-58361500-covo.aspx
TESLA Model 3 Estandar Plus RWD,26.490 €,Madrid,Eléctrico,2020,49.990 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2021-en-madrid-59472676-covo.aspx
TESLA Model X 75D 4WD,37.500 €,Madrid,Eléctrico,2019,79.000 km,/tesla-model-x-75d-4wd-5p-electrico-/-hibrido-2018-en-madrid-57818369-covo.aspx
TESLA Model X Gran Autonomia 4WD,79.990 €,Vizcaya,Eléctrico,2021,18.000 km,/tesla-model-x-gran-autonomia-4wd-5p-electrico-/-hibrido-2022-en-vizcaya-57584368-covo.aspx
TESLA Model S 75D 4WD,46.500 €,Alicante,Eléctrico,2019,37.500 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2018-en-alicante-57327825-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,36.900 €,Madrid,Eléctrico,2020,33.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-hibrido-2021-en-madrid-59443827-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,39.900 €,Madrid,Eléctrico,2021,65.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-madrid-59356264-covo.aspx
TESLA Model 3 Performance AWD,29.900 €,Navarra,Eléctrico,2020,65.000 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2019-en-navarra-59516202-covo.aspx
TESLA Model Y Traccion Trasera RWD 5p.,39.990 €,Álava,Eléctrico,2023,38.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2023-en-alava-59004797-covo.aspx
TESLA Model Y Traccion Trasera RWD,33.999 €,Girona,Eléctrico,2024,30.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2024-en-girona-59085998-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,32.450 €,Barcelona,Eléctrico,2021,33.340 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-barcelona-58811332-covo.aspx
TESLA Model 3 Estandar Plus RWD,22.000 €,Vizcaya,Eléctrico,2019,141.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-vizcaya-59398604-covo.aspx
TESLA Model 3 Gran Autonomia AWD,28.999 €,Madrid,Eléctrico,2020,70.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-madrid-59350592-covo.aspx
TESLA Model 3 Performance AWD,29.500 €,Madrid,Eléctrico,2021,80.325 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2021-en-madrid-59553222-covo.aspx
TESLA Model 3 Gran Autonomia AWD,26.990 €,Madrid,Eléctrico,2020,138.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59263922-covo.aspx
TESLA Model S 75D 4WD,34.610 €,Barcelona,Eléctrico,2018,96.553 km,/tesla-model-s-75d-4wd-5p-electrico-/-hibrido-2018-en-barcelona-59139368-covo.aspx
TESLA Model Y Gran Autonomia 4WD,47.000 €,Baleares,Eléctrico,2024,3500 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2024-en-baleares-59383427-covo.aspx
TESLA Model 3 Gran Autonomia AWD,27.990 €,Murcia,Eléctrico,2020,97.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-murcia-58918940-covo.aspx
TESLA Model S 100D 4WD,29.900 €,Valencia,Eléctrico,2018,192.000 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-valencia-59263212-covo.aspx
TESLA Model 3 RWD 4p.,34.100 €,Madrid,Eléctrico,2023,18.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2023-en-madrid-59081438-covo.aspx
TESLA Model 3 Performance AWD,32.980 €,Granada,Eléctrico,2021,44.983 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2022-en-granada-59469135-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.900 €,Madrid,Eléctrico,2019,61.046 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59303669-covo.aspx
TESLA Model 3 Gran Autonomia AWD,24.990 €,Madrid,Eléctrico,2019,180.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-madrid-59175169-covo.aspx
TESLA Model Y Gran Autonomia 4WD,38.900 €,Málaga,Eléctrico,2022,47.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-/-hibrido-2021-en-malaga-59544808-covo.aspx
TESLA Model 3 RWD,32.500 €,Girona,Eléctrico,2023,15.340 km,/tesla-model-3-gran-autonomia-rwd-4p-electrico-hibrido-2023-en-girona-59155390-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,32.490 €,Madrid,Eléctrico,2021,36.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-hibrido-2021-en-madrid-59497745-covo.aspx
TESLA Model X 90D 4WD,39.990 €,Madrid,Eléctrico,2017,50.000 km,/tesla-model-x-90d-4wd-5p-electrico-hibrido-2017-en-madrid-59494866-covo.aspx
TESLA Model 3 Gran Autonomia RWD,29.990 €,Castellón,Eléctrico,2019,78.000 km,/tesla-model-3-gran-autonomia-rwd-4p-electrico-hibrido-2019-en-castellon-56480403-covo.aspx
TESLA Model 3 Estandar Plus RWD,19.990 €,Madrid,Eléctrico,2019,139.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59536625-covo.aspx
TESLA Model 3 RWD,30.990 €,Salamanca,Eléctrico,2022,39.398 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2022-en-salamanca-58018455-covo.aspx
TESLA Model X 100D 4WD,47.900 €,Málaga,Eléctrico,2017,52.000 km,/tesla-model-x-100d-4wd-5p-electrico-/-hibrido-2017-en-malaga-55944285-covo.aspx
TESLA Model 3 Estandar Plus RWD,31.800 €,Zaragoza,Eléctrico,2020,124.645 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-zaragoza-59353583-covo.aspx
TESLA Model S 75D 4WD 5p.,30.500 €,Alicante,Eléctrico,2017,117.000 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2017-en-alicante-59052260-covo.aspx
TESLA Model 3 Gran Autonomia AWD,49.900 €,Madrid,Eléctrico,2024,35 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2024-en-madrid-59463409-covo.aspx
TESLA Model X 100D 4WD,35.900 €,Madrid,Eléctrico,2018,54.800 km,/tesla-model-x-100d-4wd-5p-electrico-hibrido-2018-en-madrid-58690205-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,25.000 €,Zaragoza,Eléctrico,2020,110.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-zaragoza-59355405-covo.aspx
TESLA Model 3 Performance 4WD,32.890 €,Madrid,Eléctrico,2020,65.090 km,/tesla-model-3-performance-4wd-4p-electrico-hibrido-2021-en-madrid-59497559-covo.aspx
TESLA Model 3 RWD,31.500 €,Sevilla,Eléctrico,2023,23.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2023-en-sevilla-59099150-covo.aspx
TESLA Model Y Traccion Trasera RWD,36.500 €,Vizcaya,Eléctrico,2024,5500 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2024-en-vizcaya-59547793-covo.aspx
TESLA Model 3 Gran Autonomia AWD,24.999 €,Barcelona,Eléctrico,2019,110.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59029132-covo.aspx
TESLA Model 3 RWD,37.990 €,Madrid,Eléctrico,2024,421 km,/tesla-model-3-rwd-4p-electrico-hibrido-2024-en-madrid-59550953-covo.aspx
TESLA Model S Autonomia Estandar 4WD,32.900 €,Valencia,Eléctrico,2019,120.000 km,/tesla-model-s-autonomia-estandar-4wd-5p-electrico-hibrido-2019-en-valencia-59470494-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,34.500 €,Alicante,Eléctrico,2021,44.974 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-hibrido-2021-en-alicante-59359312-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.850 €,Barcelona,Eléctrico,2020,26.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59503987-covo.aspx
TESLA Model 3 RWD,29.790 €,Madrid,Eléctrico,2022,57.671 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-madrid-59362935-covo.aspx
TESLA Model S 90D 4WD,32.490 €,Madrid,Eléctrico,2016,68.867 km,/tesla-model-s-90d-4wd-5p-electrico-hibrido-2017-en-madrid-58505478-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,32.450 €,Castellón,Eléctrico,2021,33.340 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-castellon-58814428-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.900 €,Asturias,Eléctrico,2020,150.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2020-en-asturias-58504957-covo.aspx
TESLA Model Y Traccion Trasera RWD,34.990 €,Madrid,Eléctrico,2022,28.400 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-/-hibrido-2021-en-madrid-59159685-covo.aspx
TESLA Model S 75D 4WD,38.990 €,Madrid,Eléctrico,2018,143.350 km,/tesla-model-s-75d-4wd-5p-electrico-/-hibrido-2018-en-madrid-59237268-covo.aspx
TESLA Model X P100D 4WD,60.090 €,Cádiz,Eléctrico,2017,138.860 km,/tesla-model-x-p100d-4wd-5p-electrico-hibrido-2017-en-cadiz-59501288-covo.aspx
TESLA Model 3 Performance AWD,27.990 €,Madrid,Eléctrico,2020,172.000 km,/tesla-model-3-performance-awd-4p-electrico-/-hibrido-2019-en-madrid-59253053-covo.aspx
TESLA Model X Gran Autonomia 4WD,44.800 €,Lleida,Eléctrico,2019,170.000 km,/tesla-model-x-gran-autonomia-4wd-5p-electrico-/-hibrido-2019-en-lleida-58792098-covo.aspx
TESLA Model Y Traccion Trasera RWD,46.990 €,Castellón,Eléctrico,2024,7925 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-/-hibrido-2021-en-castellon-59393333-covo.aspx
TESLA Model S Plaid 4WD,40.500 €,Barcelona,Eléctrico,2020,110.000 km,/tesla-model-s-plaid-4wd-5p-electrico-hibrido-2020-en-barcelona-58951814-covo.aspx
TESLA Model S P100D 4WD,27.900 €,Baleares,Eléctrico,2017,196.000 km,/tesla-model-s-p100d-4wd-5p-electrico-hibrido-2017-en-baleares-58941695-covo.aspx
TESLA Model S P100D 4WD,29.990 €,Barcelona,Eléctrico,2017,159.000 km,/tesla-model-s-p100d-4wd-5p-electrico-/-hibrido-2017-en-barcelona-58945595-covo.aspx
TESLA Model X Gran Autonomia Plus 4WD,54.900 €,Barcelona,Eléctrico,2020,145.000 km,/tesla-model-x-gran-autonomia-plus-4wd-5p-electrico-hibrido-2020-en-barcelona-59135263-covo.aspx
TESLA Model 3 Performance 4WD,32.890 €,Valladolid,Eléctrico,2020,65.090 km,/tesla-model-3-performance-4wd-4p-electrico-hibrido-2021-en-valladolid-59284010-covo.aspx
TESLA Model 3 RWD,27.950 €,Madrid,Eléctrico,2022,57.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-madrid-59349760-covo.aspx
TESLA Model 3 Performance 4WD,35.990 €,Barcelona,Eléctrico,2020,56.250 km,/tesla-model-3-performance-4wd-4p-electrico-/-hibrido-2021-en-barcelona-58968329-covo.aspx
TESLA Model S 75D 4WD,29.900 €,Lleida,Eléctrico,2018,110.000 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2018-en-lleida-59471058-covo.aspx
TESLA Model S 100D 4WD,27.000 €,Murcia,Eléctrico,2018,250.000 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-murcia-58824017-covo.aspx
TESLA Model 3 Estandar Plus RWD,24.900 €,Toledo,Eléctrico,2019,88.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-toledo-59241094-covo.aspx
TESLA Model S 90D 4WD,23.900 €,Valencia,Eléctrico,2014,250.000 km,/tesla-model-s-90d-4wd-5p-electrico-/-hibrido-2017-en-valencia-58859330-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.700 €,Sevilla,Eléctrico,2021,58.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2021-en-sevilla-57659192-covo.aspx
TESLA Model Y Gran Autonomia 4WD,39.600 €,Girona,Eléctrico,2023,35.178 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2023-en-girona-59346557-covo.aspx
TESLA Model 3 Performance AWD,36.300 €,Valencia,Eléctrico,2021,59.990 km,/tesla-model-3-performance-awd-4p-electrico-/-hibrido-2022-en-valencia-59244611-covo.aspx
TESLA Model S AWD,74.990 €,Alicante,Eléctrico,2023,29.000 km,/tesla-model-s-awd-5p-electrico-hibrido-2023-en-alicante-59277347-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.990 €,Madrid,Eléctrico,2020,166.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2020-en-alicante-59457482-covo.aspx
TESLA Model X 100D 4WD,32.990 €,Barcelona,Eléctrico,2018,223.000 km,/tesla-model-x-100d-4wd-5p-electrico-hibrido-2018-en-barcelona-59558916-covo.aspx
TESLA Model X Performance,58.590 €,Alicante,Eléctrico,2020,34.162 km,/tesla-model-x-performance-5p-electrico-/-hibrido-2019-en-alicante-59541057-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.990 €,Madrid,Eléctrico,2019,147.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59379795-covo.aspx
TESLA Model S P100D 4WD,35.000 €,León,Eléctrico,2017,220.000 km,/tesla-model-s-p100d-4wd-5p-electrico-hibrido-2017-en-leon-58625522-covo.aspx
TESLA Model 3 Estandar Plus RWD,27.500 €,Madrid,Eléctrico,2020,120.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-madrid-59208484-covo.aspx
TESLA Model 3 Gran Autonomia AWD,21.950 €,Valencia,Eléctrico,2019,204.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-alicante-58230865-covo.aspx
TESLA Model Y Traccion Trasera RWD,32.400 €,Valencia,Eléctrico,2023,159.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2023-en-valencia-59040008-covo.aspx
TESLA Model X Ludicrous Performance 4WD 5p.,59.900 €,Málaga,Eléctrico,2020,25.000 km,/tesla-model-x-ludicrous-performance-4wd-5p-electrico-hibrido-2020-en-malaga-59074373-covo.aspx
TESLA Model 3 Estandar Plus RWD,21.500 €,Barcelona,Eléctrico,2019,149.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-barcelona-59462598-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,32.490 €,Madrid,Eléctrico,2021,36.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-madrid-58861376-covo.aspx
TESLA Model S 100D 4WD,30.900 €,Vizcaya,Eléctrico,2018,125.000 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-vizcaya-59545466-covo.aspx
TESLA Model 3 RWD,39.900 €,Málaga,Eléctrico,2022,8900 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2022-en-malaga-58218441-covo.aspx
TESLA Model 3 RWD,32.990 €,Barcelona,Eléctrico,2023,29.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-barcelona-59269183-covo.aspx
TESLA Model X Ludicrous Performance 4WD,47.500 €,Vizcaya,Eléctrico,2018,83.000 km,/tesla-model-x-ludicrous-performance-4wd-5p-electrico-hibrido-2018-en-vizcaya-59381433-covo.aspx
TESLA Model 3 Gran Autonomia AWD,35.000 €,Alicante,Eléctrico,2022,60.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-alicante-59536284-covo.aspx
TESLA Model S 100D 4WD,36.490 €,Madrid,Eléctrico,2017,97.000 km,/tesla-model-s-100d-4wd-5p-electrico-/-hibrido-2017-en-madrid-55526134-covo.aspx
TESLA Model 3 Estandar Plus RWD,24.860 €,Madrid,Eléctrico,2020,28.650 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59390256-covo.aspx
